parms,values
logit.b,1.0695040011820405
log.c_min,1.3785265623947813
logit.epsilon,0.30850499454631314
logit.sigma,0.9748370885665544
log.Ts,14.943564777459613
log.g,91.84228075631803
logit.Tm,0.7094720547704668
