step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,367,sequential,0,0,0
1000,367,sequential,0,0,0
1825,367,sequential,0.28,0,0
3650,367,sequential,0.99,0.13,0
5000,367,sequential,1,0.85,0
7300,367,sequential,1,1,0
10000,367,sequential,1,1,0
