step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,830,sequential,0,0,0
1000,830,sequential,0,0,0
1825,830,sequential,0,0,0
3650,830,sequential,0,0,0
5000,830,sequential,0.02,0,0
7300,830,sequential,0.21,0,0
10000,830,sequential,0.41,0,0
