step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,742,sequential
1000,0,0,742,sequential
1825,0.59,0,742,sequential
3650,0.8,0,742,sequential
5000,0.8,0,742,sequential
7300,0.8,0,742,sequential
10000,0.8,0,742,sequential
