step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,642,sequential
1000,0,0,642,sequential
1825,0.76,0,642,sequential
3650,1.2,0,642,sequential
5000,1.28,0,642,sequential
7300,1.39,0,642,sequential
10000,1.44,0,642,sequential
