step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,747,sequential
1000,0,0,747,sequential
1825,0.39,0,747,sequential
3650,0.71,0,747,sequential
5000,0.81,0,747,sequential
7300,0.98,0.03,747,sequential
10000,1.1,0.07,747,sequential
