step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,816,sequential,0,0,0
1000,816,sequential,0,0,0
1825,816,sequential,0,0,0
3650,816,sequential,0,0,0
5000,816,sequential,0.13,0,0
7300,816,sequential,0.52,0,0
10000,816,sequential,0.76,0,0
