step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,846,sequential
1000,0,0,846,sequential
1825,0,0,846,sequential
3650,0.26,0,846,sequential
5000,0.36,0,846,sequential
7300,0.51,0.01,846,sequential
10000,0.64,0.09,846,sequential
