step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,739,sequential
1000,0,0,739,sequential
1825,0,0,739,sequential
3650,0.32,0,739,sequential
5000,0.55,0,739,sequential
7300,0.66,0,739,sequential
10000,0.69,0,739,sequential
