step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,769,sequential
1000,0,0,769,sequential
1825,0.17,0,769,sequential
3650,0.71,0,769,sequential
5000,0.84,0,769,sequential
7300,0.94,0,769,sequential
10000,0.98,0,769,sequential
