step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,666,sequential
1000,0,0,666,sequential
1825,0.37,0,666,sequential
3650,0.83,0,666,sequential
5000,0.94,0,666,sequential
7300,0.99,0,666,sequential
10000,1,0,666,sequential
