step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,653,sequential
1000,0,0,653,sequential
1825,0.03,0,653,sequential
3650,0.67,0,653,sequential
5000,1.04,0,653,sequential
7300,1.43,0,653,sequential
10000,1.48,0,653,sequential
