step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,984,sequential
1000,0,0,984,sequential
1825,0.14,0,984,sequential
3650,0.65,0,984,sequential
5000,0.68,0,984,sequential
7300,0.69,0,984,sequential
10000,0.72,0,984,sequential
