step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,936,sequential,0,0,0
1000,936,sequential,0,0,0
1825,936,sequential,0.15,0,0
3650,936,sequential,0.83,0,0
5000,936,sequential,0.84,0,0
7300,936,sequential,0.84,0,0
10000,936,sequential,0.85,0,0
