step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,940,sequential
1000,0,0,940,sequential
1825,0.1,0,940,sequential
3650,0.75,0,940,sequential
5000,0.79,0,940,sequential
7300,0.89,0,940,sequential
10000,0.94,0,940,sequential
