step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,664,sequential
1000,0,0,664,sequential
1825,0,0,664,sequential
3650,0.38,0,664,sequential
5000,0.56,0,664,sequential
7300,0.58,0,664,sequential
10000,0.62,0,664,sequential
