step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,765,sequential
1000,0,0,765,sequential
1825,0.03,0,765,sequential
3650,0.78,0,765,sequential
5000,1,0,765,sequential
7300,1.42,0.01,765,sequential
10000,1.62,0.05,765,sequential
