step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,752,sequential
1000,0,0,752,sequential
1825,0,0,752,sequential
3650,0.01,0,752,sequential
5000,0.08,0,752,sequential
7300,0.27,0,752,sequential
10000,0.45,0,752,sequential
