step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,696,sequential
1000,0,0,696,sequential
1825,0,0,696,sequential
3650,0.27,0,696,sequential
5000,0.43,0,696,sequential
7300,0.49,0,696,sequential
10000,0.5,0,696,sequential
