step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,982,sequential
1000,0,0,982,sequential
1825,0,0,982,sequential
3650,0,0,982,sequential
5000,0.01,0,982,sequential
7300,0.05,0,982,sequential
10000,0.16,0,982,sequential
