step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,688,sequential
1000,0.02,0,688,sequential
1825,0.87,0,688,sequential
3650,0.96,0,688,sequential
5000,0.96,0,688,sequential
7300,0.99,0,688,sequential
10000,1,0,688,sequential
