step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,967,sequential
1000,0,0,967,sequential
1825,0.01,0,967,sequential
3650,0.33,0,967,sequential
5000,0.39,0,967,sequential
7300,0.49,0,967,sequential
10000,0.71,0,967,sequential
