step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,997,sequential
1000,0,0,997,sequential
1825,0.03,0,997,sequential
3650,0.55,0,997,sequential
5000,0.67,0,997,sequential
7300,0.78,0,997,sequential
10000,0.9,0,997,sequential
