step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,872,sequential
1000,0,0,872,sequential
1825,0.66,0,872,sequential
3650,0.88,0,872,sequential
5000,0.89,0,872,sequential
7300,0.89,0,872,sequential
10000,0.91,0,872,sequential
