step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,702,sequential,0,0,0
1000,702,sequential,0.02,0,0
1825,702,sequential,0.68,0,0
3650,702,sequential,0.8,0,0
5000,702,sequential,0.8,0,0
7300,702,sequential,0.81,0,0
10000,702,sequential,0.81,0,0
