step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,648,sequential
1000,0,0,648,sequential
1825,0.22,0,648,sequential
3650,0.74,0,648,sequential
5000,1.05,0,648,sequential
7300,1.39,0,648,sequential
10000,1.49,0,648,sequential
