step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,924,sequential
1000,0.04,0,924,sequential
1825,0.73,0,924,sequential
3650,0.84,0,924,sequential
5000,0.89,0,924,sequential
7300,0.95,0.05,924,sequential
10000,0.96,0.06,924,sequential
