step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,952,sequential
1000,0.01,0,952,sequential
1825,0.48,0,952,sequential
3650,0.99,0,952,sequential
5000,1,0,952,sequential
7300,1.27,0,952,sequential
10000,2.29,0.41,952,sequential
