step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,725,sequential
1000,0,0,725,sequential
1825,0,0,725,sequential
3650,0.03,0,725,sequential
5000,0.22,0,725,sequential
7300,0.8,0,725,sequential
10000,1.36,0,725,sequential
