step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,843,sequential
1000,0,0,843,sequential
1825,0.49,0,843,sequential
3650,0.78,0,843,sequential
5000,0.83,0,843,sequential
7300,0.9,0,843,sequential
10000,0.98,0,843,sequential
