step,parameter_comb,strategy,prop_runs_prevA_above
7300,176,sequential,0.95
10000,176,sequential,0.98
730,177,sequential,0
1000,177,sequential,0
1825,177,sequential,0
3650,177,sequential,0
5000,177,sequential,0
7300,177,sequential,0.03
10000,177,sequential,0.1
730,178,sequential,0
1000,178,sequential,0
1825,178,sequential,0.17
3650,178,sequential,0.74
5000,178,sequential,0.79
7300,178,sequential,0.81
10000,178,sequential,0.83
730,179,sequential,0
1000,179,sequential,0
1825,179,sequential,0.04
3650,179,sequential,0.81
5000,179,sequential,0.89
7300,179,sequential,0.95
10000,179,sequential,0.98
730,180,sequential,0
1000,180,sequential,0
1825,180,sequential,0.82
3650,180,sequential,1
5000,180,sequential,1
7300,180,sequential,1
10000,180,sequential,1
730,181,sequential,0
1000,181,sequential,0
1825,181,sequential,0
3650,181,sequential,0
5000,181,sequential,0
7300,181,sequential,0
10000,181,sequential,0
730,182,sequential,0
1000,182,sequential,0
1825,182,sequential,0
3650,182,sequential,0
5000,182,sequential,0
7300,182,sequential,0
10000,182,sequential,0
730,183,sequential,0
1000,183,sequential,0
1825,183,sequential,0
3650,183,sequential,0
5000,183,sequential,0
7300,183,sequential,0
10000,183,sequential,0.01
730,184,sequential,0
1000,184,sequential,0
1825,184,sequential,0
3650,184,sequential,0
5000,184,sequential,0
7300,184,sequential,0
10000,184,sequential,0
730,185,sequential,0
1000,185,sequential,0
1825,185,sequential,0
3650,185,sequential,0.53
5000,185,sequential,0.88
7300,185,sequential,1
10000,185,sequential,1
730,186,sequential,0
1000,186,sequential,0
1825,186,sequential,0
3650,186,sequential,0
5000,186,sequential,0
7300,186,sequential,0
10000,186,sequential,0
730,187,sequential,0
1000,187,sequential,0
1825,187,sequential,0
3650,187,sequential,0
5000,187,sequential,0
7300,187,sequential,0
10000,187,sequential,0
730,188,sequential,0
1000,188,sequential,0
1825,188,sequential,0.06
3650,188,sequential,0.25
5000,188,sequential,0.33
7300,188,sequential,0.5
10000,188,sequential,0.64
730,189,sequential,0
1000,189,sequential,0
1825,189,sequential,0
3650,189,sequential,0.55
5000,189,sequential,0.83
7300,189,sequential,0.9
10000,189,sequential,0.94
730,190,sequential,0
1000,190,sequential,0
1825,190,sequential,0
3650,190,sequential,0.26
5000,190,sequential,0.38
7300,190,sequential,0.43
10000,190,sequential,0.43
730,191,sequential,0
1000,191,sequential,0
1825,191,sequential,0.04
3650,191,sequential,0.92
5000,191,sequential,0.99
7300,191,sequential,1
10000,191,sequential,1
730,192,sequential,0
1000,192,sequential,0
1825,192,sequential,0
3650,192,sequential,0.01
5000,192,sequential,0.12
7300,192,sequential,0.36
10000,192,sequential,0.68
730,193,sequential,0
1000,193,sequential,0
1825,193,sequential,0
3650,193,sequential,0
5000,193,sequential,0
7300,193,sequential,0
10000,193,sequential,0
730,194,sequential,0
1000,194,sequential,0.03
1825,194,sequential,0.71
3650,194,sequential,0.94
5000,194,sequential,0.96
7300,194,sequential,0.97
10000,194,sequential,0.97
730,195,sequential,0
1000,195,sequential,0
1825,195,sequential,0.01
3650,195,sequential,0.54
5000,195,sequential,0.63
7300,195,sequential,0.63
10000,195,sequential,0.64
730,196,sequential,0
1000,196,sequential,0.31
1825,196,sequential,1
3650,196,sequential,1
5000,196,sequential,1
7300,196,sequential,1
10000,196,sequential,1
730,197,sequential,0
1000,197,sequential,0
1825,197,sequential,0.27
3650,197,sequential,0.39
5000,197,sequential,0.46
7300,197,sequential,0.53
10000,197,sequential,0.62
730,198,sequential,0
1000,198,sequential,0
1825,198,sequential,0
3650,198,sequential,0
5000,198,sequential,0
7300,198,sequential,0
10000,198,sequential,0
730,199,sequential,0
1000,199,sequential,0
1825,199,sequential,0.53
3650,199,sequential,0.78
5000,199,sequential,0.81
7300,199,sequential,0.84
10000,199,sequential,0.9
730,200,sequential,0
1000,200,sequential,0
1825,200,sequential,0
3650,200,sequential,0
5000,200,sequential,0
7300,200,sequential,0
10000,200,sequential,0
730,201,sequential,0
1000,201,sequential,0
1825,201,sequential,0
3650,201,sequential,0
5000,201,sequential,0
7300,201,sequential,0
10000,201,sequential,0
730,202,sequential,0
1000,202,sequential,0
1825,202,sequential,0
3650,202,sequential,0
5000,202,sequential,0
7300,202,sequential,0
10000,202,sequential,0
730,203,sequential,0
1000,203,sequential,0
1825,203,sequential,0
3650,203,sequential,0
5000,203,sequential,0
7300,203,sequential,0
10000,203,sequential,0
730,204,sequential,0
1000,204,sequential,0
1825,204,sequential,0
3650,204,sequential,0
5000,204,sequential,0
7300,204,sequential,0
10000,204,sequential,0
730,205,sequential,0
1000,205,sequential,0
1825,205,sequential,0
3650,205,sequential,0
5000,205,sequential,0
7300,205,sequential,0
10000,205,sequential,0
730,206,sequential,0
1000,206,sequential,0
1825,206,sequential,0
3650,206,sequential,0
5000,206,sequential,0
7300,206,sequential,0
10000,206,sequential,0
730,207,sequential,0
1000,207,sequential,0
1825,207,sequential,0
3650,207,sequential,0.13
5000,207,sequential,0.22
7300,207,sequential,0.25
10000,207,sequential,0.27
730,208,sequential,0
1000,208,sequential,0
1825,208,sequential,0
3650,208,sequential,0
5000,208,sequential,0
7300,208,sequential,0
10000,208,sequential,0
730,209,sequential,0
1000,209,sequential,0
1825,209,sequential,0
3650,209,sequential,0
5000,209,sequential,0.01
7300,209,sequential,0.14
10000,209,sequential,0.3
730,210,sequential,0
1000,210,sequential,0
1825,210,sequential,0
3650,210,sequential,0
5000,210,sequential,0
7300,210,sequential,0
10000,210,sequential,0
730,211,sequential,0
1000,211,sequential,0
1825,211,sequential,0
3650,211,sequential,0
5000,211,sequential,0
7300,211,sequential,0
10000,211,sequential,0
730,212,sequential,0
1000,212,sequential,0
1825,212,sequential,0.01
3650,212,sequential,0.53
5000,212,sequential,0.64
7300,212,sequential,0.68
10000,212,sequential,0.69
730,213,sequential,0
1000,213,sequential,0
1825,213,sequential,0
3650,213,sequential,0
5000,213,sequential,0
7300,213,sequential,0
10000,213,sequential,0
730,214,sequential,0
1000,214,sequential,0
1825,214,sequential,0
3650,214,sequential,0.13
5000,214,sequential,0.29
7300,214,sequential,0.44
10000,214,sequential,0.44
730,215,sequential,0
1000,215,sequential,0
1825,215,sequential,0
3650,215,sequential,0
5000,215,sequential,0.1
7300,215,sequential,0.38
10000,215,sequential,0.48
730,216,sequential,0
1000,216,sequential,0
1825,216,sequential,0
3650,216,sequential,0
5000,216,sequential,0
7300,216,sequential,0
10000,216,sequential,0
730,217,sequential,0
1000,217,sequential,0
1825,217,sequential,0.45
3650,217,sequential,0.68
5000,217,sequential,0.68
7300,217,sequential,0.7
10000,217,sequential,0.71
730,218,sequential,0
1000,218,sequential,0
1825,218,sequential,0
3650,218,sequential,0
5000,218,sequential,0
7300,218,sequential,0
10000,218,sequential,0
730,219,sequential,0
1000,219,sequential,0
1825,219,sequential,0.35
3650,219,sequential,0.7
5000,219,sequential,0.7
7300,219,sequential,0.71
10000,219,sequential,0.72
730,220,sequential,0
1000,220,sequential,0
1825,220,sequential,0.12
3650,220,sequential,0.78
5000,220,sequential,0.78
7300,220,sequential,0.79
10000,220,sequential,0.81
730,221,sequential,0
1000,221,sequential,0
1825,221,sequential,0
3650,221,sequential,0
5000,221,sequential,0
7300,221,sequential,0
10000,221,sequential,0
730,222,sequential,0
1000,222,sequential,0
1825,222,sequential,0
3650,222,sequential,0
5000,222,sequential,0
7300,222,sequential,0
10000,222,sequential,0
730,223,sequential,0
1000,223,sequential,0.43
1825,223,sequential,1
3650,223,sequential,1
5000,223,sequential,1
7300,223,sequential,1
10000,223,sequential,1
730,224,sequential,0
1000,224,sequential,0
1825,224,sequential,0
3650,224,sequential,0.33
5000,224,sequential,0.78
7300,224,sequential,0.96
10000,224,sequential,1
730,225,sequential,0
1000,225,sequential,0
1825,225,sequential,0
3650,225,sequential,0
5000,225,sequential,0
7300,225,sequential,0
10000,225,sequential,0
730,226,sequential,0
1000,226,sequential,0
1825,226,sequential,0
3650,226,sequential,0
5000,226,sequential,0
7300,226,sequential,0
10000,226,sequential,0
730,227,sequential,0
1000,227,sequential,0
1825,227,sequential,0
3650,227,sequential,0
5000,227,sequential,0
7300,227,sequential,0
10000,227,sequential,0
730,228,sequential,0
1000,228,sequential,0
1825,228,sequential,0
3650,228,sequential,0
5000,228,sequential,0
7300,228,sequential,0
10000,228,sequential,0
730,229,sequential,0
1000,229,sequential,0
1825,229,sequential,0
3650,229,sequential,0
5000,229,sequential,0
7300,229,sequential,0
10000,229,sequential,0
730,230,sequential,0
1000,230,sequential,0
1825,230,sequential,0
3650,230,sequential,0
5000,230,sequential,0
7300,230,sequential,0
10000,230,sequential,0
730,231,sequential,0
1000,231,sequential,0
1825,231,sequential,0.01
3650,231,sequential,0.34
5000,231,sequential,0.4
7300,231,sequential,0.48
10000,231,sequential,0.53
730,232,sequential,0
1000,232,sequential,0
1825,232,sequential,0.46
3650,232,sequential,1
5000,232,sequential,1
7300,232,sequential,1
10000,232,sequential,1
730,233,sequential,0
1000,233,sequential,0
1825,233,sequential,0
3650,233,sequential,0
5000,233,sequential,0
7300,233,sequential,0
10000,233,sequential,0
730,234,sequential,0
1000,234,sequential,0
1825,234,sequential,0
3650,234,sequential,0.43
5000,234,sequential,0.5
7300,234,sequential,0.52
10000,234,sequential,0.52
730,235,sequential,0
1000,235,sequential,0
1825,235,sequential,0
3650,235,sequential,0
5000,235,sequential,0
7300,235,sequential,0
10000,235,sequential,0
730,236,sequential,0
1000,236,sequential,0
1825,236,sequential,0
3650,236,sequential,0
5000,236,sequential,0
7300,236,sequential,0
10000,236,sequential,0
730,237,sequential,0
1000,237,sequential,0
1825,237,sequential,0
3650,237,sequential,0
5000,237,sequential,0
7300,237,sequential,0
10000,237,sequential,0
730,238,sequential,0
1000,238,sequential,0
1825,238,sequential,0
3650,238,sequential,0
5000,238,sequential,0
7300,238,sequential,0.04
10000,238,sequential,0.25
730,239,sequential,0
1000,239,sequential,0
1825,239,sequential,0.5
3650,239,sequential,0.75
5000,239,sequential,0.77
7300,239,sequential,0.85
10000,239,sequential,0.91
730,240,sequential,0
1000,240,sequential,0.3
1825,240,sequential,1
3650,240,sequential,1
5000,240,sequential,1
7300,240,sequential,1
10000,240,sequential,1
730,241,sequential,0
1000,241,sequential,0
1825,241,sequential,0
3650,241,sequential,0
5000,241,sequential,0
7300,241,sequential,0
10000,241,sequential,0
730,242,sequential,0
1000,242,sequential,0
1825,242,sequential,0.24
3650,242,sequential,1
5000,242,sequential,1
7300,242,sequential,1
10000,242,sequential,1
730,243,sequential,0
1000,243,sequential,0
1825,243,sequential,0
3650,243,sequential,0
5000,243,sequential,0
7300,243,sequential,0
10000,243,sequential,0
730,244,sequential,0
1000,244,sequential,0
1825,244,sequential,0.54
3650,244,sequential,0.88
5000,244,sequential,0.91
7300,244,sequential,0.97
10000,244,sequential,1
730,245,sequential,0
1000,245,sequential,0
1825,245,sequential,0
3650,245,sequential,0
5000,245,sequential,0
7300,245,sequential,0
10000,245,sequential,0
730,246,sequential,0
1000,246,sequential,0
1825,246,sequential,0
3650,246,sequential,0
5000,246,sequential,0.02
7300,246,sequential,0.1
10000,246,sequential,0.16
730,247,sequential,0
1000,247,sequential,0
1825,247,sequential,0
3650,247,sequential,0
5000,247,sequential,0
7300,247,sequential,0
10000,247,sequential,0
730,248,sequential,0
1000,248,sequential,0
1825,248,sequential,0
3650,248,sequential,0
5000,248,sequential,0
7300,248,sequential,0
10000,248,sequential,0
730,249,sequential,0
1000,249,sequential,0
1825,249,sequential,0
3650,249,sequential,0.36
5000,249,sequential,0.6
7300,249,sequential,0.76
10000,249,sequential,0.84
730,250,sequential,0
1000,250,sequential,0
1825,250,sequential,0.35
3650,250,sequential,0.82
5000,250,sequential,0.85
7300,250,sequential,0.89
10000,250,sequential,0.92
730,251,sequential,0
1000,251,sequential,0
1825,251,sequential,0
3650,251,sequential,0
5000,251,sequential,0
7300,251,sequential,0
10000,251,sequential,0
730,252,sequential,0
1000,252,sequential,0
1825,252,sequential,0.35
3650,252,sequential,0.6
5000,252,sequential,0.63
7300,252,sequential,0.7
10000,252,sequential,0.76
730,253,sequential,0
1000,253,sequential,0
1825,253,sequential,0
3650,253,sequential,0.77
5000,253,sequential,0.97
7300,253,sequential,1
10000,253,sequential,1
730,254,sequential,0
1000,254,sequential,0
1825,254,sequential,0
3650,254,sequential,0.05
5000,254,sequential,0.14
7300,254,sequential,0.19
10000,254,sequential,0.19
730,255,sequential,0
1000,255,sequential,0
1825,255,sequential,0.15
3650,255,sequential,0.23
5000,255,sequential,0.28
7300,255,sequential,0.3
10000,255,sequential,0.32
730,256,sequential,0
1000,256,sequential,0
1825,256,sequential,0
3650,256,sequential,0
5000,256,sequential,0
7300,256,sequential,0
10000,256,sequential,0
730,257,sequential,0
1000,257,sequential,0
1825,257,sequential,0.51
3650,257,sequential,0.96
5000,257,sequential,1
7300,257,sequential,1
10000,257,sequential,1
730,258,sequential,0
1000,258,sequential,0
1825,258,sequential,0.03
3650,258,sequential,0.23
5000,258,sequential,0.25
7300,258,sequential,0.26
10000,258,sequential,0.31
730,259,sequential,0
1000,259,sequential,0
1825,259,sequential,0
3650,259,sequential,0
5000,259,sequential,0
7300,259,sequential,0
10000,259,sequential,0
730,260,sequential,0
1000,260,sequential,0.05
1825,260,sequential,0.82
3650,260,sequential,1
5000,260,sequential,1
7300,260,sequential,1
10000,260,sequential,1
730,261,sequential,0
1000,261,sequential,0
1825,261,sequential,0
3650,261,sequential,0
5000,261,sequential,0
7300,261,sequential,0
10000,261,sequential,0
730,262,sequential,0
1000,262,sequential,0
1825,262,sequential,0
3650,262,sequential,0.62
5000,262,sequential,0.94
7300,262,sequential,1
10000,262,sequential,1
730,263,sequential,0
1000,263,sequential,0
1825,263,sequential,0
3650,263,sequential,0
5000,263,sequential,0
7300,263,sequential,0
10000,263,sequential,0
730,264,sequential,0
1000,264,sequential,0
1825,264,sequential,0
3650,264,sequential,0
5000,264,sequential,0
7300,264,sequential,0
10000,264,sequential,0
730,265,sequential,0
1000,265,sequential,0
1825,265,sequential,0
3650,265,sequential,0
5000,265,sequential,0
7300,265,sequential,0
10000,265,sequential,0
730,266,sequential,0
1000,266,sequential,0
1825,266,sequential,0
3650,266,sequential,0.29
5000,266,sequential,0.56
7300,266,sequential,0.69
10000,266,sequential,0.83
730,267,sequential,0
1000,267,sequential,0
1825,267,sequential,0
3650,267,sequential,0
5000,267,sequential,0
7300,267,sequential,0
10000,267,sequential,0
730,268,sequential,0
1000,268,sequential,0
1825,268,sequential,0.01
3650,268,sequential,0.94
5000,268,sequential,1
7300,268,sequential,1
10000,268,sequential,1
730,269,sequential,0
1000,269,sequential,0
1825,269,sequential,0
3650,269,sequential,0
5000,269,sequential,0
7300,269,sequential,0
10000,269,sequential,0
730,270,sequential,0
1000,270,sequential,0
1825,270,sequential,0
3650,270,sequential,0
5000,270,sequential,0
7300,270,sequential,0
10000,270,sequential,0
730,271,sequential,0
1000,271,sequential,0
1825,271,sequential,0
3650,271,sequential,0
5000,271,sequential,0
7300,271,sequential,0
10000,271,sequential,0
730,272,sequential,0
1000,272,sequential,0
1825,272,sequential,0
3650,272,sequential,0
5000,272,sequential,0
7300,272,sequential,0
10000,272,sequential,0
730,273,sequential,0
1000,273,sequential,0
1825,273,sequential,0
3650,273,sequential,0
5000,273,sequential,0
7300,273,sequential,0
10000,273,sequential,0
730,274,sequential,0
1000,274,sequential,0
1825,274,sequential,0
3650,274,sequential,0
5000,274,sequential,0
7300,274,sequential,0
10000,274,sequential,0
730,275,sequential,0
1000,275,sequential,0
1825,275,sequential,0
3650,275,sequential,0
5000,275,sequential,0
7300,275,sequential,0
10000,275,sequential,0
730,276,sequential,0
1000,276,sequential,0
1825,276,sequential,0
3650,276,sequential,0
5000,276,sequential,0
7300,276,sequential,0
10000,276,sequential,0
730,277,sequential,0
1000,277,sequential,0
1825,277,sequential,0
3650,277,sequential,0
5000,277,sequential,0
7300,277,sequential,0.01
10000,277,sequential,0.04
730,278,sequential,0
1000,278,sequential,0
1825,278,sequential,0
3650,278,sequential,0
5000,278,sequential,0
7300,278,sequential,0
10000,278,sequential,0
730,279,sequential,0
1000,279,sequential,0.01
1825,279,sequential,0.79
3650,279,sequential,0.92
5000,279,sequential,0.92
7300,279,sequential,0.92
10000,279,sequential,0.93
730,280,sequential,0
1000,280,sequential,0
1825,280,sequential,0
3650,280,sequential,0
5000,280,sequential,0
7300,280,sequential,0
10000,280,sequential,0
730,281,sequential,0
1000,281,sequential,0
1825,281,sequential,0
3650,281,sequential,0
5000,281,sequential,0
7300,281,sequential,0
10000,281,sequential,0
730,282,sequential,0
1000,282,sequential,0
1825,282,sequential,0
3650,282,sequential,0
5000,282,sequential,0
7300,282,sequential,0
10000,282,sequential,0
730,283,sequential,0
1000,283,sequential,0.01
1825,283,sequential,0.78
3650,283,sequential,1
5000,283,sequential,1
7300,283,sequential,1
10000,283,sequential,1
730,284,sequential,0
1000,284,sequential,0
1825,284,sequential,0
3650,284,sequential,0
5000,284,sequential,0.01
7300,284,sequential,0.04
10000,284,sequential,0.12
730,285,sequential,0
1000,285,sequential,0
1825,285,sequential,0
3650,285,sequential,0
5000,285,sequential,0
7300,285,sequential,0
10000,285,sequential,0
730,286,sequential,0
1000,286,sequential,0
1825,286,sequential,0.47
3650,286,sequential,0.96
5000,286,sequential,0.98
7300,286,sequential,1
10000,286,sequential,1
730,287,sequential,0
1000,287,sequential,0
1825,287,sequential,0.08
3650,287,sequential,1
5000,287,sequential,1
7300,287,sequential,1
10000,287,sequential,1
730,288,sequential,0
1000,288,sequential,0
1825,288,sequential,0
3650,288,sequential,0
5000,288,sequential,0
7300,288,sequential,0
10000,288,sequential,0
730,289,sequential,0
1000,289,sequential,0
1825,289,sequential,0
3650,289,sequential,0
5000,289,sequential,0
7300,289,sequential,0
10000,289,sequential,0
730,290,sequential,0
1000,290,sequential,0
1825,290,sequential,0
3650,290,sequential,0
5000,290,sequential,0
7300,290,sequential,0
10000,290,sequential,0
730,291,sequential,0
1000,291,sequential,0
1825,291,sequential,0.23
3650,291,sequential,0.66
5000,291,sequential,0.68
7300,291,sequential,0.69
10000,291,sequential,0.72
730,292,sequential,0
1000,292,sequential,0
1825,292,sequential,0
3650,292,sequential,0
5000,292,sequential,0
7300,292,sequential,0.03
10000,292,sequential,0.26
730,293,sequential,0
1000,293,sequential,0
1825,293,sequential,0.01
3650,293,sequential,0.56
5000,293,sequential,0.72
7300,293,sequential,0.89
10000,293,sequential,0.95
730,294,sequential,0
1000,294,sequential,0
1825,294,sequential,0
3650,294,sequential,0
5000,294,sequential,0
7300,294,sequential,0
10000,294,sequential,0
730,295,sequential,0
1000,295,sequential,0
1825,295,sequential,0
3650,295,sequential,0
5000,295,sequential,0
7300,295,sequential,0
10000,295,sequential,0
730,296,sequential,0
1000,296,sequential,0
1825,296,sequential,0.25
3650,296,sequential,1
5000,296,sequential,1
7300,296,sequential,1
10000,296,sequential,1
730,297,sequential,0
1000,297,sequential,0
1825,297,sequential,0
3650,297,sequential,0
5000,297,sequential,0
7300,297,sequential,0
10000,297,sequential,0
730,298,sequential,0
1000,298,sequential,0
1825,298,sequential,0
3650,298,sequential,0
5000,298,sequential,0
7300,298,sequential,0
10000,298,sequential,0
730,299,sequential,0
1000,299,sequential,0
1825,299,sequential,0
3650,299,sequential,0
5000,299,sequential,0
7300,299,sequential,0
10000,299,sequential,0
730,300,sequential,0
1000,300,sequential,0
1825,300,sequential,0.26
3650,300,sequential,0.77
5000,300,sequential,0.84
7300,300,sequential,0.92
10000,300,sequential,0.97
730,301,sequential,0
1000,301,sequential,0
1825,301,sequential,0.23
3650,301,sequential,0.6
5000,301,sequential,0.76
7300,301,sequential,0.89
10000,301,sequential,0.99
730,302,sequential,0
1000,302,sequential,0
1825,302,sequential,0
3650,302,sequential,0.27
5000,302,sequential,0.51
7300,302,sequential,0.57
10000,302,sequential,0.57
730,303,sequential,0
1000,303,sequential,0
1825,303,sequential,0
3650,303,sequential,0
5000,303,sequential,0
7300,303,sequential,0
10000,303,sequential,0
730,304,sequential,0
1000,304,sequential,0
1825,304,sequential,0
3650,304,sequential,0
5000,304,sequential,0
7300,304,sequential,0
10000,304,sequential,0
730,305,sequential,0
1000,305,sequential,0.01
1825,305,sequential,0.75
3650,305,sequential,0.9
5000,305,sequential,0.93
7300,305,sequential,0.97
10000,305,sequential,0.98
730,306,sequential,0
1000,306,sequential,0
1825,306,sequential,0.01
3650,306,sequential,0.29
5000,306,sequential,0.31
7300,306,sequential,0.31
10000,306,sequential,0.32
730,307,sequential,0
1000,307,sequential,0
1825,307,sequential,0
3650,307,sequential,0
5000,307,sequential,0
7300,307,sequential,0
10000,307,sequential,0
730,308,sequential,0
1000,308,sequential,0
1825,308,sequential,0.61
3650,308,sequential,0.78
5000,308,sequential,0.78
7300,308,sequential,0.78
10000,308,sequential,0.78
730,309,sequential,0
1000,309,sequential,0
1825,309,sequential,0
3650,309,sequential,0
5000,309,sequential,0
7300,309,sequential,0
10000,309,sequential,0
730,310,sequential,0
1000,310,sequential,0
1825,310,sequential,0
3650,310,sequential,0
5000,310,sequential,0.03
7300,310,sequential,0.13
10000,310,sequential,0.26
730,311,sequential,0
1000,311,sequential,0
1825,311,sequential,0
3650,311,sequential,0
5000,311,sequential,0
7300,311,sequential,0
10000,311,sequential,0
730,312,sequential,0
1000,312,sequential,0.16
1825,312,sequential,0.99
3650,312,sequential,1
5000,312,sequential,1
7300,312,sequential,1
10000,312,sequential,1
730,313,sequential,0
1000,313,sequential,0.02
1825,313,sequential,0.99
3650,313,sequential,1
5000,313,sequential,1
7300,313,sequential,1
10000,313,sequential,1
730,314,sequential,0
1000,314,sequential,0
1825,314,sequential,0
3650,314,sequential,0
5000,314,sequential,0
7300,314,sequential,0
10000,314,sequential,0
730,315,sequential,0
1000,315,sequential,0
1825,315,sequential,0
3650,315,sequential,0
5000,315,sequential,0
7300,315,sequential,0
10000,315,sequential,0
730,316,sequential,0
1000,316,sequential,0
1825,316,sequential,0
3650,316,sequential,0
5000,316,sequential,0
7300,316,sequential,0
10000,316,sequential,0
730,317,sequential,0
1000,317,sequential,0
1825,317,sequential,0.1
3650,317,sequential,0.63
5000,317,sequential,0.66
7300,317,sequential,0.68
10000,317,sequential,0.71
730,318,sequential,0
1000,318,sequential,0
1825,318,sequential,0.29
3650,318,sequential,0.79
5000,318,sequential,0.79
7300,318,sequential,0.79
10000,318,sequential,0.79
730,319,sequential,0
1000,319,sequential,0
1825,319,sequential,0.01
3650,319,sequential,0.93
5000,319,sequential,1
7300,319,sequential,1
10000,319,sequential,1
730,320,sequential,0
1000,320,sequential,0
1825,320,sequential,0.02
3650,320,sequential,0.47
5000,320,sequential,0.64
7300,320,sequential,0.79
10000,320,sequential,0.93
730,321,sequential,0
1000,321,sequential,0
1825,321,sequential,0
3650,321,sequential,0
5000,321,sequential,0
7300,321,sequential,0
10000,321,sequential,0
730,322,sequential,0
1000,322,sequential,0
1825,322,sequential,0
3650,322,sequential,0
5000,322,sequential,0
7300,322,sequential,0
10000,322,sequential,0
730,323,sequential,0
1000,323,sequential,0
1825,323,sequential,0
3650,323,sequential,0
5000,323,sequential,0
7300,323,sequential,0
10000,323,sequential,0
730,324,sequential,0
1000,324,sequential,0
1825,324,sequential,0
3650,324,sequential,0
5000,324,sequential,0
7300,324,sequential,0
10000,324,sequential,0
730,325,sequential,0
1000,325,sequential,0
1825,325,sequential,0
3650,325,sequential,0
5000,325,sequential,0
7300,325,sequential,0
10000,325,sequential,0
730,326,sequential,0
1000,326,sequential,0
1825,326,sequential,0
3650,326,sequential,0
5000,326,sequential,0
7300,326,sequential,0
10000,326,sequential,0
730,327,sequential,0
1000,327,sequential,0
1825,327,sequential,0
3650,327,sequential,0
5000,327,sequential,0.01
7300,327,sequential,0.1
10000,327,sequential,0.22
730,328,sequential,0
1000,328,sequential,0
1825,328,sequential,0
3650,328,sequential,0
5000,328,sequential,0
7300,328,sequential,0
10000,328,sequential,0
730,329,sequential,0
1000,329,sequential,0
1825,329,sequential,0
3650,329,sequential,0.08
5000,329,sequential,0.22
7300,329,sequential,0.23
10000,329,sequential,0.25
730,330,sequential,0
1000,330,sequential,0
1825,330,sequential,0
3650,330,sequential,0
5000,330,sequential,0
7300,330,sequential,0.01
10000,330,sequential,0.11
730,331,sequential,0
1000,331,sequential,0
1825,331,sequential,0.39
3650,331,sequential,0.88
5000,331,sequential,0.92
7300,331,sequential,0.95
10000,331,sequential,0.97
730,332,sequential,0
1000,332,sequential,0
1825,332,sequential,0
3650,332,sequential,0
5000,332,sequential,0
7300,332,sequential,0
10000,332,sequential,0
730,333,sequential,0
1000,333,sequential,0
1825,333,sequential,0
3650,333,sequential,0
5000,333,sequential,0.13
7300,333,sequential,0.73
10000,333,sequential,0.97
730,334,sequential,0
1000,334,sequential,0.01
1825,334,sequential,0.68
3650,334,sequential,0.97
5000,334,sequential,0.99
7300,334,sequential,1
10000,334,sequential,1
730,335,sequential,0
1000,335,sequential,0.1
1825,335,sequential,1
3650,335,sequential,1
5000,335,sequential,1
7300,335,sequential,1
10000,335,sequential,1
730,336,sequential,0
1000,336,sequential,0
1825,336,sequential,0
3650,336,sequential,0.06
5000,336,sequential,0.18
7300,336,sequential,0.3
10000,336,sequential,0.36
730,337,sequential,0
1000,337,sequential,0
1825,337,sequential,0
3650,337,sequential,0
5000,337,sequential,0
7300,337,sequential,0
10000,337,sequential,0
730,338,sequential,0
1000,338,sequential,0
1825,338,sequential,0
3650,338,sequential,0
5000,338,sequential,0
7300,338,sequential,0
10000,338,sequential,0
730,339,sequential,0
1000,339,sequential,0
1825,339,sequential,0
3650,339,sequential,0
5000,339,sequential,0
7300,339,sequential,0
10000,339,sequential,0
730,340,sequential,0
1000,340,sequential,0.01
1825,340,sequential,0.76
3650,340,sequential,0.98
5000,340,sequential,1
7300,340,sequential,1
10000,340,sequential,1
730,341,sequential,0
1000,341,sequential,0
1825,341,sequential,0
3650,341,sequential,0
5000,341,sequential,0.01
7300,341,sequential,0.02
10000,341,sequential,0.21
730,342,sequential,0
1000,342,sequential,0
1825,342,sequential,0
3650,342,sequential,0
5000,342,sequential,0
7300,342,sequential,0
10000,342,sequential,0
730,343,sequential,0
1000,343,sequential,0
1825,343,sequential,0
3650,343,sequential,0
5000,343,sequential,0
7300,343,sequential,0
10000,343,sequential,0
730,344,sequential,0
1000,344,sequential,0
1825,344,sequential,0
3650,344,sequential,0.01
5000,344,sequential,0.18
7300,344,sequential,0.73
10000,344,sequential,0.93
730,345,sequential,0
1000,345,sequential,0
1825,345,sequential,0
3650,345,sequential,0
5000,345,sequential,0
7300,345,sequential,0
10000,345,sequential,0
730,346,sequential,0
1000,346,sequential,0
1825,346,sequential,0
3650,346,sequential,0
5000,346,sequential,0
7300,346,sequential,0
10000,346,sequential,0
730,347,sequential,0
1000,347,sequential,0
1825,347,sequential,0
3650,347,sequential,0.02
5000,347,sequential,0.09
7300,347,sequential,0.22
10000,347,sequential,0.24
730,348,sequential,0
1000,348,sequential,0
1825,348,sequential,0
3650,348,sequential,0
5000,348,sequential,0
7300,348,sequential,0
10000,348,sequential,0
730,349,sequential,0
1000,349,sequential,0
1825,349,sequential,0
3650,349,sequential,0
5000,349,sequential,0
7300,349,sequential,0
10000,349,sequential,0
730,350,sequential,0
1000,350,sequential,0
1825,350,sequential,0.2
3650,350,sequential,0.73
5000,350,sequential,0.75
7300,350,sequential,0.8
10000,350,sequential,0.83
730,351,sequential,0
1000,351,sequential,0
1825,351,sequential,0
3650,351,sequential,0
5000,351,sequential,0
7300,351,sequential,0
10000,351,sequential,0
730,352,sequential,0
1000,352,sequential,0
1825,352,sequential,0.93
3650,352,sequential,1
5000,352,sequential,1
