step,parameter_comb,strategy,prop_runs_prevA_above
7300,352,sequential,1
10000,352,sequential,1
730,353,sequential,0
1000,353,sequential,0
1825,353,sequential,0.39
3650,353,sequential,0.51
5000,353,sequential,0.51
7300,353,sequential,0.51
10000,353,sequential,0.51
730,354,sequential,0
1000,354,sequential,0
1825,354,sequential,0.47
3650,354,sequential,0.81
5000,354,sequential,0.85
7300,354,sequential,0.86
10000,354,sequential,0.86
730,355,sequential,0
1000,355,sequential,0
1825,355,sequential,0
3650,355,sequential,0
5000,355,sequential,0
7300,355,sequential,0
10000,355,sequential,0
730,356,sequential,0
1000,356,sequential,0
1825,356,sequential,0
3650,356,sequential,0
5000,356,sequential,0
7300,356,sequential,0
10000,356,sequential,0
730,357,sequential,0
1000,357,sequential,0
1825,357,sequential,0
3650,357,sequential,0
5000,357,sequential,0
7300,357,sequential,0
10000,357,sequential,0
730,358,sequential,0
1000,358,sequential,0
1825,358,sequential,0
3650,358,sequential,0
5000,358,sequential,0
7300,358,sequential,0
10000,358,sequential,0
730,359,sequential,0
1000,359,sequential,0
1825,359,sequential,0
3650,359,sequential,0
5000,359,sequential,0
7300,359,sequential,0
10000,359,sequential,0
730,360,sequential,0
1000,360,sequential,0
1825,360,sequential,0
3650,360,sequential,0
5000,360,sequential,0
7300,360,sequential,0
10000,360,sequential,0
730,361,sequential,0
1000,361,sequential,0
1825,361,sequential,0
3650,361,sequential,0
5000,361,sequential,0
7300,361,sequential,0
10000,361,sequential,0
730,362,sequential,0
1000,362,sequential,0
1825,362,sequential,0
3650,362,sequential,0
5000,362,sequential,0
7300,362,sequential,0
10000,362,sequential,0
730,363,sequential,0
1000,363,sequential,0
1825,363,sequential,0
3650,363,sequential,0
5000,363,sequential,0
7300,363,sequential,0
10000,363,sequential,0
730,364,sequential,0
1000,364,sequential,0
1825,364,sequential,0
3650,364,sequential,0
5000,364,sequential,0
7300,364,sequential,0
10000,364,sequential,0
730,365,sequential,0
1000,365,sequential,0
1825,365,sequential,0
3650,365,sequential,0
5000,365,sequential,0
7300,365,sequential,0
10000,365,sequential,0
730,366,sequential,0
1000,366,sequential,0
1825,366,sequential,0
3650,366,sequential,0
5000,366,sequential,0
7300,366,sequential,0
10000,366,sequential,0
730,367,sequential,0
1000,367,sequential,0
1825,367,sequential,0.28
3650,367,sequential,0.99
5000,367,sequential,1
7300,367,sequential,1
10000,367,sequential,1
730,368,sequential,0
1000,368,sequential,0
1825,368,sequential,0
3650,368,sequential,0
5000,368,sequential,0
7300,368,sequential,0
10000,368,sequential,0
730,369,sequential,0
1000,369,sequential,0
1825,369,sequential,0
3650,369,sequential,0
5000,369,sequential,0
7300,369,sequential,0
10000,369,sequential,0
730,370,sequential,0
1000,370,sequential,0
1825,370,sequential,0
3650,370,sequential,0
5000,370,sequential,0.03
7300,370,sequential,0.14
10000,370,sequential,0.15
730,371,sequential,0
1000,371,sequential,0
1825,371,sequential,0
3650,371,sequential,0.55
5000,371,sequential,0.67
7300,371,sequential,0.7
10000,371,sequential,0.71
730,372,sequential,0
1000,372,sequential,0
1825,372,sequential,0
3650,372,sequential,0
5000,372,sequential,0
7300,372,sequential,0
10000,372,sequential,0
730,373,sequential,0
1000,373,sequential,0
1825,373,sequential,0
3650,373,sequential,0
5000,373,sequential,0
7300,373,sequential,0
10000,373,sequential,0
730,374,sequential,0
1000,374,sequential,0
1825,374,sequential,0
3650,374,sequential,0
5000,374,sequential,0
7300,374,sequential,0
10000,374,sequential,0
730,375,sequential,0
1000,375,sequential,0
1825,375,sequential,0
3650,375,sequential,0
5000,375,sequential,0
7300,375,sequential,0
10000,375,sequential,0
730,376,sequential,0
1000,376,sequential,0
1825,376,sequential,0
3650,376,sequential,0
5000,376,sequential,0
7300,376,sequential,0
10000,376,sequential,0
730,377,sequential,0
1000,377,sequential,0
1825,377,sequential,0
3650,377,sequential,0
5000,377,sequential,0
7300,377,sequential,0
10000,377,sequential,0
730,378,sequential,0
1000,378,sequential,0
1825,378,sequential,0.21
3650,378,sequential,0.68
5000,378,sequential,0.69
7300,378,sequential,0.7
10000,378,sequential,0.71
730,379,sequential,0
1000,379,sequential,0
1825,379,sequential,0
3650,379,sequential,0
5000,379,sequential,0
7300,379,sequential,0
10000,379,sequential,0
730,380,sequential,0
1000,380,sequential,0
1825,380,sequential,0
3650,380,sequential,0
5000,380,sequential,0
7300,380,sequential,0
10000,380,sequential,0
730,381,sequential,0
1000,381,sequential,0
1825,381,sequential,0
3650,381,sequential,0
5000,381,sequential,0
7300,381,sequential,0
10000,381,sequential,0
730,382,sequential,0
1000,382,sequential,0
1825,382,sequential,0
3650,382,sequential,0
5000,382,sequential,0
7300,382,sequential,0
10000,382,sequential,0
730,383,sequential,0
1000,383,sequential,0
1825,383,sequential,0
3650,383,sequential,0
5000,383,sequential,0
7300,383,sequential,0
10000,383,sequential,0
730,384,sequential,0
1000,384,sequential,0
1825,384,sequential,0
3650,384,sequential,0
5000,384,sequential,0
7300,384,sequential,0
10000,384,sequential,0
730,385,sequential,0
1000,385,sequential,0
1825,385,sequential,0.48
3650,385,sequential,0.84
5000,385,sequential,0.9
7300,385,sequential,0.94
10000,385,sequential,0.95
730,386,sequential,0
1000,386,sequential,0
1825,386,sequential,0
3650,386,sequential,0
5000,386,sequential,0
7300,386,sequential,0
10000,386,sequential,0
730,387,sequential,0
1000,387,sequential,0
1825,387,sequential,0
3650,387,sequential,0
5000,387,sequential,0
7300,387,sequential,0
10000,387,sequential,0
730,388,sequential,0
1000,388,sequential,0.01
1825,388,sequential,0.51
3650,388,sequential,0.72
5000,388,sequential,0.74
7300,388,sequential,0.75
10000,388,sequential,0.78
730,389,sequential,0
1000,389,sequential,0
1825,389,sequential,0.1
3650,389,sequential,0.86
5000,389,sequential,0.91
7300,389,sequential,0.94
10000,389,sequential,0.96
730,390,sequential,0
1000,390,sequential,0
1825,390,sequential,0
3650,390,sequential,0
5000,390,sequential,0
7300,390,sequential,0
10000,390,sequential,0
730,391,sequential,0
1000,391,sequential,0
1825,391,sequential,0
3650,391,sequential,0
5000,391,sequential,0
7300,391,sequential,0
10000,391,sequential,0
730,392,sequential,0
1000,392,sequential,0
1825,392,sequential,0
3650,392,sequential,0
5000,392,sequential,0
7300,392,sequential,0
10000,392,sequential,0
730,393,sequential,0
1000,393,sequential,0
1825,393,sequential,0
3650,393,sequential,0
5000,393,sequential,0
7300,393,sequential,0
10000,393,sequential,0
730,394,sequential,0
1000,394,sequential,0
1825,394,sequential,0
3650,394,sequential,0
5000,394,sequential,0
7300,394,sequential,0
10000,394,sequential,0
730,395,sequential,0
1000,395,sequential,0
1825,395,sequential,0.16
3650,395,sequential,0.86
5000,395,sequential,0.95
7300,395,sequential,1
10000,395,sequential,1
730,396,sequential,0
1000,396,sequential,0
1825,396,sequential,0
3650,396,sequential,0
5000,396,sequential,0
7300,396,sequential,0
10000,396,sequential,0
730,397,sequential,0
1000,397,sequential,0
1825,397,sequential,0
3650,397,sequential,0.26
5000,397,sequential,0.43
7300,397,sequential,0.53
10000,397,sequential,0.53
730,398,sequential,0
1000,398,sequential,0
1825,398,sequential,0
3650,398,sequential,0
5000,398,sequential,0.02
7300,398,sequential,0.03
10000,398,sequential,0.06
730,399,sequential,0
1000,399,sequential,0
1825,399,sequential,0
3650,399,sequential,0.49
5000,399,sequential,0.86
7300,399,sequential,0.99
10000,399,sequential,1
730,400,sequential,0
1000,400,sequential,0
1825,400,sequential,0.03
3650,400,sequential,1
5000,400,sequential,1
7300,400,sequential,1
10000,400,sequential,1
730,401,sequential,0
1000,401,sequential,0
1825,401,sequential,0
3650,401,sequential,0
5000,401,sequential,0
7300,401,sequential,0
10000,401,sequential,0
730,402,sequential,0
1000,402,sequential,0
1825,402,sequential,0
3650,402,sequential,0
5000,402,sequential,0
7300,402,sequential,0
10000,402,sequential,0
730,403,sequential,0
1000,403,sequential,0
1825,403,sequential,0
3650,403,sequential,0
5000,403,sequential,0
7300,403,sequential,0
10000,403,sequential,0
730,404,sequential,0
1000,404,sequential,0
1825,404,sequential,0
3650,404,sequential,0
5000,404,sequential,0
7300,404,sequential,0
10000,404,sequential,0
730,405,sequential,0
1000,405,sequential,0.03
1825,405,sequential,0.89
3650,405,sequential,1
5000,405,sequential,1
7300,405,sequential,1
10000,405,sequential,1
730,406,sequential,0
1000,406,sequential,0
1825,406,sequential,0.65
3650,406,sequential,0.89
5000,406,sequential,0.9
7300,406,sequential,0.9
10000,406,sequential,0.9
730,407,sequential,0
1000,407,sequential,0
1825,407,sequential,0
3650,407,sequential,0
5000,407,sequential,0.01
7300,407,sequential,0.13
10000,407,sequential,0.19
730,408,sequential,0
1000,408,sequential,0
1825,408,sequential,0
3650,408,sequential,0
5000,408,sequential,0
7300,408,sequential,0
10000,408,sequential,0
730,409,sequential,0
1000,409,sequential,0
1825,409,sequential,0
3650,409,sequential,0
5000,409,sequential,0
7300,409,sequential,0
10000,409,sequential,0
730,410,sequential,0
1000,410,sequential,0
1825,410,sequential,0
3650,410,sequential,0
5000,410,sequential,0
7300,410,sequential,0
10000,410,sequential,0
730,411,sequential,0
1000,411,sequential,0
1825,411,sequential,0
3650,411,sequential,0.43
5000,411,sequential,0.88
7300,411,sequential,1
10000,411,sequential,1
730,412,sequential,0
1000,412,sequential,0.01
1825,412,sequential,0.78
3650,412,sequential,1
5000,412,sequential,1
7300,412,sequential,1
10000,412,sequential,1
730,413,sequential,0
1000,413,sequential,0
1825,413,sequential,0
3650,413,sequential,0
5000,413,sequential,0
7300,413,sequential,0
10000,413,sequential,0
730,414,sequential,0
1000,414,sequential,0
1825,414,sequential,0
3650,414,sequential,0
5000,414,sequential,0
7300,414,sequential,0
10000,414,sequential,0
730,415,sequential,0
1000,415,sequential,0
1825,415,sequential,0
3650,415,sequential,0
5000,415,sequential,0
7300,415,sequential,0
10000,415,sequential,0
730,416,sequential,0
1000,416,sequential,0
1825,416,sequential,0
3650,416,sequential,0
5000,416,sequential,0
7300,416,sequential,0
10000,416,sequential,0
730,417,sequential,0
1000,417,sequential,0
1825,417,sequential,0.75
3650,417,sequential,1
5000,417,sequential,1
7300,417,sequential,1
10000,417,sequential,1
730,418,sequential,0
1000,418,sequential,0
1825,418,sequential,0
3650,418,sequential,0
5000,418,sequential,0
7300,418,sequential,0
10000,418,sequential,0
730,419,sequential,0
1000,419,sequential,0
1825,419,sequential,0.31
3650,419,sequential,0.65
5000,419,sequential,0.65
7300,419,sequential,0.65
10000,419,sequential,0.65
730,420,sequential,0
1000,420,sequential,0
1825,420,sequential,0.94
3650,420,sequential,1
5000,420,sequential,1
7300,420,sequential,1
10000,420,sequential,1
730,421,sequential,0
1000,421,sequential,0
1825,421,sequential,0
3650,421,sequential,0
5000,421,sequential,0
7300,421,sequential,0
10000,421,sequential,0
730,422,sequential,0
1000,422,sequential,0.01
1825,422,sequential,0.55
3650,422,sequential,0.79
5000,422,sequential,0.79
7300,422,sequential,0.8
10000,422,sequential,0.81
730,423,sequential,0
1000,423,sequential,0
1825,423,sequential,0
3650,423,sequential,0
5000,423,sequential,0
7300,423,sequential,0
10000,423,sequential,0
730,424,sequential,0
1000,424,sequential,0
1825,424,sequential,0
3650,424,sequential,0
5000,424,sequential,0.01
7300,424,sequential,0.24
10000,424,sequential,0.48
730,425,sequential,0
1000,425,sequential,0
1825,425,sequential,0
3650,425,sequential,0
5000,425,sequential,0
7300,425,sequential,0
10000,425,sequential,0
730,426,sequential,0
1000,426,sequential,0
1825,426,sequential,0
3650,426,sequential,0.54
5000,426,sequential,0.75
7300,426,sequential,0.9
10000,426,sequential,0.94
730,427,sequential,0
1000,427,sequential,0
1825,427,sequential,0
3650,427,sequential,0
5000,427,sequential,0.03
7300,427,sequential,0.42
10000,427,sequential,0.8
730,428,sequential,0
1000,428,sequential,0
1825,428,sequential,0
3650,428,sequential,0
5000,428,sequential,0
7300,428,sequential,0
10000,428,sequential,0
730,429,sequential,0
1000,429,sequential,0
1825,429,sequential,0
3650,429,sequential,0.52
5000,429,sequential,0.93
7300,429,sequential,1
10000,429,sequential,1
730,430,sequential,0
1000,430,sequential,0
1825,430,sequential,0
3650,430,sequential,0
5000,430,sequential,0
7300,430,sequential,0
10000,430,sequential,0
730,431,sequential,0
1000,431,sequential,0
1825,431,sequential,0
3650,431,sequential,0
5000,431,sequential,0
7300,431,sequential,0
10000,431,sequential,0
730,432,sequential,0
1000,432,sequential,0
1825,432,sequential,0.07
3650,432,sequential,0.33
5000,432,sequential,0.36
7300,432,sequential,0.43
10000,432,sequential,0.49
730,433,sequential,0
1000,433,sequential,0
1825,433,sequential,0
3650,433,sequential,0.82
5000,433,sequential,0.99
7300,433,sequential,1
10000,433,sequential,1
730,434,sequential,0
1000,434,sequential,0
1825,434,sequential,0
3650,434,sequential,0.03
5000,434,sequential,0.2
7300,434,sequential,0.35
10000,434,sequential,0.36
730,435,sequential,0
1000,435,sequential,0
1825,435,sequential,0
3650,435,sequential,0
5000,435,sequential,0
7300,435,sequential,0
10000,435,sequential,0
730,436,sequential,0
1000,436,sequential,0
1825,436,sequential,0
3650,436,sequential,0
5000,436,sequential,0
7300,436,sequential,0
10000,436,sequential,0
730,437,sequential,0
1000,437,sequential,0.01
1825,437,sequential,0.49
3650,437,sequential,0.65
5000,437,sequential,0.67
7300,437,sequential,0.69
10000,437,sequential,0.73
730,438,sequential,0
1000,438,sequential,0
1825,438,sequential,0
3650,438,sequential,0
5000,438,sequential,0
7300,438,sequential,0
10000,438,sequential,0
730,439,sequential,0
1000,439,sequential,0.36
1825,439,sequential,1
3650,439,sequential,1
5000,439,sequential,1
7300,439,sequential,1
10000,439,sequential,1
730,440,sequential,0
1000,440,sequential,0
1825,440,sequential,0
3650,440,sequential,0
5000,440,sequential,0
7300,440,sequential,0
10000,440,sequential,0
730,441,sequential,0
1000,441,sequential,0
1825,441,sequential,0
3650,441,sequential,0
5000,441,sequential,0
7300,441,sequential,0
10000,441,sequential,0
730,442,sequential,0
1000,442,sequential,0
1825,442,sequential,0
3650,442,sequential,0
5000,442,sequential,0.02
7300,442,sequential,0.25
10000,442,sequential,0.42
730,443,sequential,0
1000,443,sequential,0
1825,443,sequential,0
3650,443,sequential,0
5000,443,sequential,0
7300,443,sequential,0
10000,443,sequential,0
730,444,sequential,0
1000,444,sequential,0
1825,444,sequential,0
3650,444,sequential,0
5000,444,sequential,0
7300,444,sequential,0
10000,444,sequential,0
730,445,sequential,0
1000,445,sequential,0
1825,445,sequential,0
3650,445,sequential,0
5000,445,sequential,0
7300,445,sequential,0
10000,445,sequential,0
730,446,sequential,0
1000,446,sequential,0
1825,446,sequential,0.02
3650,446,sequential,0.22
5000,446,sequential,0.22
7300,446,sequential,0.22
10000,446,sequential,0.26
730,447,sequential,0
1000,447,sequential,0
1825,447,sequential,0.11
3650,447,sequential,0.96
5000,447,sequential,1
7300,447,sequential,1
10000,447,sequential,1
730,448,sequential,0
1000,448,sequential,0
1825,448,sequential,0
3650,448,sequential,0
5000,448,sequential,0
7300,448,sequential,0
10000,448,sequential,0
730,449,sequential,0
1000,449,sequential,0
1825,449,sequential,0
3650,449,sequential,0.22
5000,449,sequential,0.23
7300,449,sequential,0.24
10000,449,sequential,0.24
730,450,sequential,0
1000,450,sequential,0
1825,450,sequential,0
3650,450,sequential,0
5000,450,sequential,0
7300,450,sequential,0
10000,450,sequential,0
730,451,sequential,0
1000,451,sequential,0
1825,451,sequential,0
3650,451,sequential,0
5000,451,sequential,0
7300,451,sequential,0
10000,451,sequential,0
730,452,sequential,0
1000,452,sequential,0
1825,452,sequential,0
3650,452,sequential,0
5000,452,sequential,0
7300,452,sequential,0
10000,452,sequential,0
730,453,sequential,0
1000,453,sequential,0
1825,453,sequential,0
3650,453,sequential,0.25
5000,453,sequential,0.46
7300,453,sequential,0.51
10000,453,sequential,0.51
730,454,sequential,0
1000,454,sequential,0
1825,454,sequential,0
3650,454,sequential,0
5000,454,sequential,0
7300,454,sequential,0
10000,454,sequential,0
730,455,sequential,0
1000,455,sequential,0
1825,455,sequential,0
3650,455,sequential,0
5000,455,sequential,0
7300,455,sequential,0
10000,455,sequential,0
730,456,sequential,0
1000,456,sequential,0
1825,456,sequential,0
3650,456,sequential,0
5000,456,sequential,0
7300,456,sequential,0
10000,456,sequential,0
730,457,sequential,0
1000,457,sequential,0
1825,457,sequential,0
3650,457,sequential,0
5000,457,sequential,0
7300,457,sequential,0
10000,457,sequential,0
730,458,sequential,0
1000,458,sequential,0
1825,458,sequential,0
3650,458,sequential,0
5000,458,sequential,0
7300,458,sequential,0
10000,458,sequential,0
730,459,sequential,0
1000,459,sequential,0
1825,459,sequential,0.48
3650,459,sequential,0.87
5000,459,sequential,0.88
7300,459,sequential,0.88
10000,459,sequential,0.89
730,460,sequential,0
1000,460,sequential,0
1825,460,sequential,0
3650,460,sequential,0
5000,460,sequential,0
7300,460,sequential,0
10000,460,sequential,0
730,461,sequential,0
1000,461,sequential,0
1825,461,sequential,0.97
3650,461,sequential,1
5000,461,sequential,1
7300,461,sequential,1
10000,461,sequential,1
730,462,sequential,0
1000,462,sequential,0
1825,462,sequential,0.24
3650,462,sequential,0.73
5000,462,sequential,0.74
7300,462,sequential,0.74
10000,462,sequential,0.74
730,463,sequential,0
1000,463,sequential,0
1825,463,sequential,0
3650,463,sequential,0
5000,463,sequential,0
7300,463,sequential,0
10000,463,sequential,0
730,464,sequential,0
1000,464,sequential,0.04
1825,464,sequential,0.88
3650,464,sequential,0.94
5000,464,sequential,0.95
7300,464,sequential,0.96
10000,464,sequential,0.98
730,465,sequential,0
1000,465,sequential,0
1825,465,sequential,0
3650,465,sequential,0
5000,465,sequential,0
7300,465,sequential,0.08
10000,465,sequential,0.26
730,466,sequential,0
1000,466,sequential,0
1825,466,sequential,0
3650,466,sequential,0
5000,466,sequential,0
7300,466,sequential,0
10000,466,sequential,0
730,467,sequential,0
1000,467,sequential,0.04
1825,467,sequential,0.85
3650,467,sequential,0.92
5000,467,sequential,0.92
7300,467,sequential,0.94
10000,467,sequential,0.96
730,468,sequential,0
1000,468,sequential,0
1825,468,sequential,0.12
3650,468,sequential,0.67
5000,468,sequential,0.68
7300,468,sequential,0.68
10000,468,sequential,0.68
730,469,sequential,0
1000,469,sequential,0
1825,469,sequential,0
3650,469,sequential,0
5000,469,sequential,0
7300,469,sequential,0
10000,469,sequential,0
730,470,sequential,0
1000,470,sequential,0.01
1825,470,sequential,0.57
3650,470,sequential,0.86
5000,470,sequential,0.87
7300,470,sequential,0.87
10000,470,sequential,0.87
730,471,sequential,0
1000,471,sequential,0
1825,471,sequential,0.03
3650,471,sequential,0.54
5000,471,sequential,0.58
7300,471,sequential,0.72
10000,471,sequential,0.84
730,472,sequential,0
1000,472,sequential,0
1825,472,sequential,0.87
3650,472,sequential,1
5000,472,sequential,1
7300,472,sequential,1
10000,472,sequential,1
730,473,sequential,0
1000,473,sequential,0
1825,473,sequential,0
3650,473,sequential,0
5000,473,sequential,0
7300,473,sequential,0
10000,473,sequential,0
730,474,sequential,0
1000,474,sequential,0
1825,474,sequential,0
3650,474,sequential,0.55
5000,474,sequential,0.88
7300,474,sequential,0.98
10000,474,sequential,1
730,475,sequential,0
1000,475,sequential,0
1825,475,sequential,0
3650,475,sequential,0
5000,475,sequential,0
7300,475,sequential,0
10000,475,sequential,0
730,476,sequential,0
1000,476,sequential,0
1825,476,sequential,0
3650,476,sequential,0
5000,476,sequential,0
7300,476,sequential,0
10000,476,sequential,0.01
730,477,sequential,0
1000,477,sequential,0
1825,477,sequential,0
3650,477,sequential,0
5000,477,sequential,0
7300,477,sequential,0
10000,477,sequential,0
730,478,sequential,0
1000,478,sequential,0
1825,478,sequential,0
3650,478,sequential,0
5000,478,sequential,0
7300,478,sequential,0
10000,478,sequential,0
730,479,sequential,0
1000,479,sequential,0
1825,479,sequential,0
3650,479,sequential,0
5000,479,sequential,0
7300,479,sequential,0
10000,479,sequential,0
730,480,sequential,0
1000,480,sequential,0
1825,480,sequential,0
3650,480,sequential,0
5000,480,sequential,0
7300,480,sequential,0
10000,480,sequential,0
730,481,sequential,0
1000,481,sequential,0
1825,481,sequential,0
3650,481,sequential,0
5000,481,sequential,0
7300,481,sequential,0
10000,481,sequential,0
730,482,sequential,0
1000,482,sequential,0
1825,482,sequential,0
3650,482,sequential,0
5000,482,sequential,0
7300,482,sequential,0
10000,482,sequential,0
730,483,sequential,0
1000,483,sequential,0
1825,483,sequential,0
3650,483,sequential,0
5000,483,sequential,0
7300,483,sequential,0
10000,483,sequential,0
730,484,sequential,0
1000,484,sequential,0
1825,484,sequential,0.01
3650,484,sequential,0.4
5000,484,sequential,0.45
7300,484,sequential,0.49
10000,484,sequential,0.5
730,485,sequential,0
1000,485,sequential,0
1825,485,sequential,0
3650,485,sequential,0
5000,485,sequential,0
7300,485,sequential,0
10000,485,sequential,0
730,486,sequential,0
1000,486,sequential,0
1825,486,sequential,0
3650,486,sequential,0
5000,486,sequential,0
7300,486,sequential,0
10000,486,sequential,0
730,487,sequential,0
1000,487,sequential,0
1825,487,sequential,0
3650,487,sequential,0
5000,487,sequential,0
7300,487,sequential,0
10000,487,sequential,0
730,488,sequential,0
1000,488,sequential,0
1825,488,sequential,0
3650,488,sequential,0.26
5000,488,sequential,0.34
7300,488,sequential,0.39
10000,488,sequential,0.48
730,489,sequential,0
1000,489,sequential,0
1825,489,sequential,0.01
3650,489,sequential,0.94
5000,489,sequential,1
7300,489,sequential,1
10000,489,sequential,1
730,490,sequential,0
1000,490,sequential,0
1825,490,sequential,0
3650,490,sequential,0
5000,490,sequential,0
7300,490,sequential,0
10000,490,sequential,0
730,491,sequential,0
1000,491,sequential,0
1825,491,sequential,0
3650,491,sequential,0
5000,491,sequential,0
7300,491,sequential,0
10000,491,sequential,0
730,492,sequential,0
1000,492,sequential,0
1825,492,sequential,0
3650,492,sequential,0
5000,492,sequential,0
7300,492,sequential,0
10000,492,sequential,0
730,493,sequential,0
1000,493,sequential,0
1825,493,sequential,0
3650,493,sequential,0
5000,493,sequential,0
7300,493,sequential,0
10000,493,sequential,0
730,494,sequential,0
1000,494,sequential,0
1825,494,sequential,0.16
3650,494,sequential,0.69
5000,494,sequential,0.71
7300,494,sequential,0.72
10000,494,sequential,0.73
730,495,sequential,0
1000,495,sequential,0
1825,495,sequential,0
3650,495,sequential,0
5000,495,sequential,0
7300,495,sequential,0
10000,495,sequential,0
730,496,sequential,0
1000,496,sequential,0
1825,496,sequential,0.45
3650,496,sequential,1
5000,496,sequential,1
7300,496,sequential,1
10000,496,sequential,1
730,497,sequential,0
1000,497,sequential,0
1825,497,sequential,0
3650,497,sequential,0
5000,497,sequential,0
7300,497,sequential,0
10000,497,sequential,0
730,498,sequential,0
1000,498,sequential,0
1825,498,sequential,0
3650,498,sequential,0
5000,498,sequential,0
7300,498,sequential,0
10000,498,sequential,0
730,499,sequential,0
1000,499,sequential,0
1825,499,sequential,0
3650,499,sequential,0
5000,499,sequential,0
7300,499,sequential,0
10000,499,sequential,0
730,500,sequential,0
1000,500,sequential,0
1825,500,sequential,0
3650,500,sequential,0
5000,500,sequential,0
7300,500,sequential,0
10000,500,sequential,0
730,501,sequential,0
1000,501,sequential,0
1825,501,sequential,0
3650,501,sequential,0
5000,501,sequential,0
7300,501,sequential,0
10000,501,sequential,0
730,502,sequential,0
1000,502,sequential,0.04
1825,502,sequential,0.83
3650,502,sequential,0.9
5000,502,sequential,0.9
7300,502,sequential,0.9
10000,502,sequential,0.9
730,503,sequential,0
1000,503,sequential,0
1825,503,sequential,0
3650,503,sequential,0
5000,503,sequential,0
7300,503,sequential,0
10000,503,sequential,0
730,504,sequential,0
1000,504,sequential,0
1825,504,sequential,0
3650,504,sequential,0
5000,504,sequential,0
7300,504,sequential,0
10000,504,sequential,0.04
730,505,sequential,0
1000,505,sequential,0
1825,505,sequential,0
3650,505,sequential,0
5000,505,sequential,0
7300,505,sequential,0
10000,505,sequential,0
730,506,sequential,0
1000,506,sequential,0
1825,506,sequential,0
3650,506,sequential,0
5000,506,sequential,0
7300,506,sequential,0
10000,506,sequential,0
730,507,sequential,0
1000,507,sequential,0
1825,507,sequential,0
3650,507,sequential,0
5000,507,sequential,0.02
7300,507,sequential,0.12
10000,507,sequential,0.28
730,508,sequential,0
1000,508,sequential,0
1825,508,sequential,0
3650,508,sequential,0
5000,508,sequential,0
7300,508,sequential,0
10000,508,sequential,0
730,509,sequential,0
1000,509,sequential,0
1825,509,sequential,0
3650,509,sequential,0
5000,509,sequential,0
7300,509,sequential,0
10000,509,sequential,0
730,510,sequential,0
1000,510,sequential,0.04
1825,510,sequential,0.74
3650,510,sequential,0.81
5000,510,sequential,0.82
7300,510,sequential,0.83
10000,510,sequential,0.84
730,511,sequential,0
1000,511,sequential,0
1825,511,sequential,0
3650,511,sequential,0
5000,511,sequential,0
7300,511,sequential,0
10000,511,sequential,0
730,512,sequential,0
1000,512,sequential,0
1825,512,sequential,0
3650,512,sequential,0
5000,512,sequential,0
7300,512,sequential,0
10000,512,sequential,0
730,513,sequential,0
1000,513,sequential,0
1825,513,sequential,0
3650,513,sequential,0
5000,513,sequential,0
7300,513,sequential,0
10000,513,sequential,0
730,514,sequential,0
1000,514,sequential,0
1825,514,sequential,0
3650,514,sequential,0
5000,514,sequential,0
7300,514,sequential,0
10000,514,sequential,0
730,515,sequential,0
1000,515,sequential,0
1825,515,sequential,0
3650,515,sequential,0.11
5000,515,sequential,0.21
7300,515,sequential,0.35
10000,515,sequential,0.49
730,516,sequential,0
1000,516,sequential,0.1
1825,516,sequential,0.96
3650,516,sequential,1
5000,516,sequential,1
7300,516,sequential,1
10000,516,sequential,1
730,517,sequential,0
1000,517,sequential,0
1825,517,sequential,0
3650,517,sequential,0
5000,517,sequential,0
7300,517,sequential,0
10000,517,sequential,0
730,518,sequential,0
1000,518,sequential,0
1825,518,sequential,0
3650,518,sequential,0.16
5000,518,sequential,0.3
7300,518,sequential,0.31
10000,518,sequential,0.31
730,519,sequential,0
1000,519,sequential,0.01
1825,519,sequential,0.72
3650,519,sequential,0.86
5000,519,sequential,0.86
7300,519,sequential,0.86
10000,519,sequential,0.86
730,520,sequential,0
1000,520,sequential,0
1825,520,sequential,0
3650,520,sequential,0
5000,520,sequential,0
7300,520,sequential,0
10000,520,sequential,0
730,521,sequential,0
1000,521,sequential,0
1825,521,sequential,0
3650,521,sequential,0
5000,521,sequential,0
7300,521,sequential,0
10000,521,sequential,0
730,522,sequential,0
1000,522,sequential,0.06
1825,522,sequential,0.92
3650,522,sequential,0.99
5000,522,sequential,1
7300,522,sequential,1
10000,522,sequential,1
730,523,sequential,0
1000,523,sequential,0
1825,523,sequential,0
3650,523,sequential,0
5000,523,sequential,0
7300,523,sequential,0
10000,523,sequential,0
730,524,sequential,0
1000,524,sequential,0
1825,524,sequential,0.22
3650,524,sequential,0.77
5000,524,sequential,0.81
7300,524,sequential,0.84
10000,524,sequential,0.86
730,525,sequential,0
1000,525,sequential,0
1825,525,sequential,0.06
3650,525,sequential,0.65
5000,525,sequential,0.7
7300,525,sequential,0.71
10000,525,sequential,0.71
730,526,sequential,0
1000,526,sequential,0
1825,526,sequential,0
3650,526,sequential,0
5000,526,sequential,0
7300,526,sequential,0
10000,526,sequential,0
730,527,sequential,0
1000,527,sequential,0
1825,527,sequential,0
3650,527,sequential,0
5000,527,sequential,0
7300,527,sequential,0
10000,527,sequential,0
730,528,sequential,0
1000,528,sequential,0
1825,528,sequential,0
3650,528,sequential,0.26
5000,528,sequential,0.46
7300,528,sequential,0.59
10000,528,sequential,0.6
730,529,sequential,0
1000,529,sequential,0
1825,529,sequential,0
3650,529,sequential,0
5000,529,sequential,0
7300,529,sequential,0
10000,529,sequential,0
730,530,sequential,0
