step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,223,sequential,0,0,0
1000,223,sequential,0.43,0,0
1825,223,sequential,1,0,0
3650,223,sequential,1,0.87,0
5000,223,sequential,1,1,0
7300,223,sequential,1,1,0
10000,223,sequential,1,1,0
