step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,848,sequential
1000,0,0,848,sequential
1825,0.06,0,848,sequential
3650,0.96,0,848,sequential
5000,1,0,848,sequential
7300,1,0,848,sequential
10000,1,0,848,sequential
