step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,811,sequential
1000,0,0,811,sequential
1825,0,0,811,sequential
3650,0.2,0,811,sequential
5000,0.46,0,811,sequential
7300,0.8,0,811,sequential
10000,1.19,0,811,sequential
