step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,821,sequential,0,0,0
1000,821,sequential,0.07,0,0
1825,821,sequential,1,0,0
3650,821,sequential,1,0.05,0
5000,821,sequential,1,0.1,0
7300,821,sequential,1,0.14,0.03
10000,821,sequential,1,0.14,0.1
