step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,949,sequential
1000,0,0,949,sequential
1825,0.51,0,949,sequential
3650,1.09,0,949,sequential
5000,1.1,0,949,sequential
7300,1.17,0.06,949,sequential
10000,1.25,0.11,949,sequential
