step,avg_drugs_lost,avg_all3_lost,parameter_comb,strategy
730,0,0,707,sequential
1000,0,0,707,sequential
1825,0.48,0,707,sequential
3650,0.75,0,707,sequential
5000,0.75,0,707,sequential
7300,0.75,0,707,sequential
10000,0.75,0,707,sequential
