step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,650,equal allocation,0,0,0
1000,650,equal allocation,0,0,0
1825,650,equal allocation,0,0,0
3650,650,equal allocation,0.98,0.01,0
5000,650,equal allocation,1,0.52,0.11
7300,650,equal allocation,1,1,0.93
10000,650,equal allocation,1,1,1
