step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,156,equal allocation,0,0,0
1000,156,equal allocation,0,0,0
1825,156,equal allocation,0,0,0
3650,156,equal allocation,0,0,0
5000,156,equal allocation,0,0,0
7300,156,equal allocation,0,0,0
10000,156,equal allocation,0.98,0,0
