step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,419,equal allocation,0,0,0
1000,419,equal allocation,0,0,0
1825,419,equal allocation,0,0,0
3650,419,equal allocation,0,0,0
5000,419,equal allocation,0,0,0
7300,419,equal allocation,0.01,0,0
10000,419,equal allocation,0.95,0,0
