step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,682,equal allocation,0,0,0
1000,682,equal allocation,0,0,0
1825,682,equal allocation,0,0,0
3650,682,equal allocation,0.37,0,0
5000,682,equal allocation,1,0.08,0.01
7300,682,equal allocation,1,1,0.71
10000,682,equal allocation,1,1,1
