step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,748,equal allocation,0,0,0
1000,748,equal allocation,0,0,0
1825,748,equal allocation,0,0,0
3650,748,equal allocation,0,0,0
5000,748,equal allocation,0,0,0
7300,748,equal allocation,0,0,0
10000,748,equal allocation,0,0,0
