step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,371,equal allocation,0,0,0
1000,371,equal allocation,0.03,0,0
1825,371,equal allocation,0.9,0,0
3650,371,equal allocation,1,0.36,0.1
5000,371,equal allocation,1,0.68,0.33
7300,371,equal allocation,1,0.91,0.73
10000,371,equal allocation,1,1,0.92
