step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,470,equal allocation,0,0,0
1000,470,equal allocation,0,0,0
1825,470,equal allocation,0,0,0
3650,470,equal allocation,1,0.66,0.16
5000,470,equal allocation,1,1,0.98
7300,470,equal allocation,1,1,1
10000,470,equal allocation,1,1,1
