step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,467,equal allocation,0,0,0
1000,467,equal allocation,0,0,0
1825,467,equal allocation,0,0,0
3650,467,equal allocation,0,0,0
5000,467,equal allocation,0,0,0
7300,467,equal allocation,1,0,0
10000,467,equal allocation,1,0.5,0.11
