step,parameter_comb,strategy,prop_runs_prevC_above
7300,641,equal allocation,1
10000,641,equal allocation,1
730,642,equal allocation,0
1000,642,equal allocation,0
1825,642,equal allocation,0
3650,642,equal allocation,0
5000,642,equal allocation,0
7300,642,equal allocation,0
10000,642,equal allocation,0
730,643,equal allocation,0
1000,643,equal allocation,0
1825,643,equal allocation,0
3650,643,equal allocation,0
5000,643,equal allocation,0
7300,643,equal allocation,0
10000,643,equal allocation,0
730,644,equal allocation,0
1000,644,equal allocation,0
1825,644,equal allocation,0
3650,644,equal allocation,0
5000,644,equal allocation,0
7300,644,equal allocation,0
10000,644,equal allocation,0
730,645,equal allocation,0
1000,645,equal allocation,0
1825,645,equal allocation,0
3650,645,equal allocation,0
5000,645,equal allocation,0
7300,645,equal allocation,0
10000,645,equal allocation,0
730,646,equal allocation,0
1000,646,equal allocation,0
1825,646,equal allocation,0
3650,646,equal allocation,0
5000,646,equal allocation,0
7300,646,equal allocation,0
10000,646,equal allocation,0
730,647,equal allocation,0
1000,647,equal allocation,0
1825,647,equal allocation,0
3650,647,equal allocation,0
5000,647,equal allocation,0.19
7300,647,equal allocation,0.98
10000,647,equal allocation,1
730,648,equal allocation,0
1000,648,equal allocation,0
1825,648,equal allocation,0
3650,648,equal allocation,0.88
5000,648,equal allocation,1
7300,648,equal allocation,1
10000,648,equal allocation,1
730,649,equal allocation,0
1000,649,equal allocation,0
1825,649,equal allocation,0
3650,649,equal allocation,0
5000,649,equal allocation,0
7300,649,equal allocation,0
10000,649,equal allocation,0
730,650,equal allocation,0
1000,650,equal allocation,0
1825,650,equal allocation,0
3650,650,equal allocation,0
5000,650,equal allocation,0.11
7300,650,equal allocation,0.93
10000,650,equal allocation,1
730,651,equal allocation,0
1000,651,equal allocation,0
1825,651,equal allocation,0
3650,651,equal allocation,0
5000,651,equal allocation,0
7300,651,equal allocation,0
10000,651,equal allocation,0.41
730,652,equal allocation,0
1000,652,equal allocation,0
1825,652,equal allocation,0
3650,652,equal allocation,0.58
5000,652,equal allocation,1
7300,652,equal allocation,1
10000,652,equal allocation,1
730,653,equal allocation,0
1000,653,equal allocation,0
1825,653,equal allocation,0
3650,653,equal allocation,0
5000,653,equal allocation,0
7300,653,equal allocation,0
10000,653,equal allocation,0
730,654,equal allocation,0
1000,654,equal allocation,0
1825,654,equal allocation,0
3650,654,equal allocation,0.04
5000,654,equal allocation,0.56
7300,654,equal allocation,0.95
10000,654,equal allocation,1
730,655,equal allocation,0
1000,655,equal allocation,0
1825,655,equal allocation,0
3650,655,equal allocation,0
5000,655,equal allocation,0
7300,655,equal allocation,0
10000,655,equal allocation,0
730,656,equal allocation,0
1000,656,equal allocation,0
1825,656,equal allocation,0
3650,656,equal allocation,0
5000,656,equal allocation,0
7300,656,equal allocation,0
10000,656,equal allocation,0.01
730,657,equal allocation,0
1000,657,equal allocation,0
1825,657,equal allocation,0
3650,657,equal allocation,0
5000,657,equal allocation,0
7300,657,equal allocation,0
10000,657,equal allocation,0
730,658,equal allocation,0
1000,658,equal allocation,0
1825,658,equal allocation,0
3650,658,equal allocation,0
5000,658,equal allocation,0
7300,658,equal allocation,0
10000,658,equal allocation,0
730,659,equal allocation,0
1000,659,equal allocation,0
1825,659,equal allocation,0
3650,659,equal allocation,0
5000,659,equal allocation,0
7300,659,equal allocation,0.11
10000,659,equal allocation,0.78
730,660,equal allocation,0
1000,660,equal allocation,0
1825,660,equal allocation,0
3650,660,equal allocation,0
5000,660,equal allocation,0.55
7300,660,equal allocation,1
10000,660,equal allocation,1
730,661,equal allocation,0
1000,661,equal allocation,0
1825,661,equal allocation,0
3650,661,equal allocation,0
5000,661,equal allocation,0
7300,661,equal allocation,0
10000,661,equal allocation,0
730,662,equal allocation,0
1000,662,equal allocation,0
1825,662,equal allocation,0
3650,662,equal allocation,0
5000,662,equal allocation,0
7300,662,equal allocation,0
10000,662,equal allocation,0
730,663,equal allocation,0
1000,663,equal allocation,0
1825,663,equal allocation,0
3650,663,equal allocation,0
5000,663,equal allocation,0
7300,663,equal allocation,0
10000,663,equal allocation,0
730,664,equal allocation,0
1000,664,equal allocation,0
1825,664,equal allocation,0
3650,664,equal allocation,0
5000,664,equal allocation,0
7300,664,equal allocation,0
10000,664,equal allocation,0
730,665,equal allocation,0
1000,665,equal allocation,0
1825,665,equal allocation,0
3650,665,equal allocation,0
5000,665,equal allocation,0
7300,665,equal allocation,0
10000,665,equal allocation,0
730,666,equal allocation,0
1000,666,equal allocation,0
1825,666,equal allocation,0
3650,666,equal allocation,0
5000,666,equal allocation,0
7300,666,equal allocation,0
10000,666,equal allocation,0.3
730,667,equal allocation,0
1000,667,equal allocation,0
1825,667,equal allocation,0
3650,667,equal allocation,0
5000,667,equal allocation,0
7300,667,equal allocation,0
10000,667,equal allocation,0
730,668,equal allocation,0
1000,668,equal allocation,0
1825,668,equal allocation,0
3650,668,equal allocation,0
5000,668,equal allocation,0
7300,668,equal allocation,0
10000,668,equal allocation,0.01
730,669,equal allocation,0
1000,669,equal allocation,0
1825,669,equal allocation,0
3650,669,equal allocation,0
5000,669,equal allocation,0
7300,669,equal allocation,0
10000,669,equal allocation,0
730,670,equal allocation,0
1000,670,equal allocation,0
1825,670,equal allocation,0
3650,670,equal allocation,0
5000,670,equal allocation,0
7300,670,equal allocation,0
10000,670,equal allocation,0
730,671,equal allocation,0
1000,671,equal allocation,0
1825,671,equal allocation,0
3650,671,equal allocation,0
5000,671,equal allocation,0
7300,671,equal allocation,0
10000,671,equal allocation,0
730,672,equal allocation,0
1000,672,equal allocation,0
1825,672,equal allocation,0
3650,672,equal allocation,0.05
5000,672,equal allocation,0.61
7300,672,equal allocation,1
10000,672,equal allocation,1
730,673,equal allocation,0
1000,673,equal allocation,0
1825,673,equal allocation,0
3650,673,equal allocation,0
5000,673,equal allocation,0
7300,673,equal allocation,0
10000,673,equal allocation,0.41
730,674,equal allocation,0
1000,674,equal allocation,0
1825,674,equal allocation,0
3650,674,equal allocation,0.12
5000,674,equal allocation,0.69
7300,674,equal allocation,0.99
10000,674,equal allocation,1
730,675,equal allocation,0
1000,675,equal allocation,0
1825,675,equal allocation,0
3650,675,equal allocation,0
5000,675,equal allocation,0
7300,675,equal allocation,0
10000,675,equal allocation,0
730,676,equal allocation,0
1000,676,equal allocation,0
1825,676,equal allocation,0
3650,676,equal allocation,0
5000,676,equal allocation,0
7300,676,equal allocation,0
10000,676,equal allocation,0
730,677,equal allocation,0
1000,677,equal allocation,0
1825,677,equal allocation,0
3650,677,equal allocation,0
5000,677,equal allocation,0
7300,677,equal allocation,0
10000,677,equal allocation,0.1
730,678,equal allocation,0
1000,678,equal allocation,0
1825,678,equal allocation,0
3650,678,equal allocation,0
5000,678,equal allocation,0
7300,678,equal allocation,0.05
10000,678,equal allocation,0.94
730,679,equal allocation,0
1000,679,equal allocation,0
1825,679,equal allocation,0
3650,679,equal allocation,0
5000,679,equal allocation,0
7300,679,equal allocation,0.01
10000,679,equal allocation,0.51
730,680,equal allocation,0
1000,680,equal allocation,0
1825,680,equal allocation,0
3650,680,equal allocation,0
5000,680,equal allocation,0
7300,680,equal allocation,0
10000,680,equal allocation,0
730,681,equal allocation,0
1000,681,equal allocation,0
1825,681,equal allocation,0.01
3650,681,equal allocation,1
5000,681,equal allocation,1
7300,681,equal allocation,1
10000,681,equal allocation,1
730,682,equal allocation,0
1000,682,equal allocation,0
1825,682,equal allocation,0
3650,682,equal allocation,0
5000,682,equal allocation,0.01
7300,682,equal allocation,0.71
10000,682,equal allocation,1
730,683,equal allocation,0
1000,683,equal allocation,0
1825,683,equal allocation,0
3650,683,equal allocation,0
5000,683,equal allocation,0
7300,683,equal allocation,0
10000,683,equal allocation,0.32
730,684,equal allocation,0
1000,684,equal allocation,0
1825,684,equal allocation,0
3650,684,equal allocation,0
5000,684,equal allocation,0
7300,684,equal allocation,0
10000,684,equal allocation,0
730,685,equal allocation,0
1000,685,equal allocation,0
1825,685,equal allocation,0
3650,685,equal allocation,0
5000,685,equal allocation,0
7300,685,equal allocation,0
10000,685,equal allocation,0
730,686,equal allocation,0
1000,686,equal allocation,0
1825,686,equal allocation,0.01
3650,686,equal allocation,1
5000,686,equal allocation,1
7300,686,equal allocation,1
10000,686,equal allocation,1
730,687,equal allocation,0
1000,687,equal allocation,0
1825,687,equal allocation,0
3650,687,equal allocation,0
5000,687,equal allocation,0
7300,687,equal allocation,0
10000,687,equal allocation,0
730,688,equal allocation,0
1000,688,equal allocation,0
1825,688,equal allocation,0
3650,688,equal allocation,0
5000,688,equal allocation,0.06
7300,688,equal allocation,0.61
10000,688,equal allocation,0.92
730,689,equal allocation,0
1000,689,equal allocation,0
1825,689,equal allocation,0
3650,689,equal allocation,0
5000,689,equal allocation,0
7300,689,equal allocation,0.03
10000,689,equal allocation,0.51
730,690,equal allocation,0
1000,690,equal allocation,0
1825,690,equal allocation,0
3650,690,equal allocation,0
5000,690,equal allocation,0
7300,690,equal allocation,0
10000,690,equal allocation,0
730,691,equal allocation,0
1000,691,equal allocation,0
1825,691,equal allocation,0
3650,691,equal allocation,0
5000,691,equal allocation,0
7300,691,equal allocation,0
10000,691,equal allocation,0
730,692,equal allocation,0
1000,692,equal allocation,0
1825,692,equal allocation,0
3650,692,equal allocation,0
5000,692,equal allocation,0
7300,692,equal allocation,0
10000,692,equal allocation,0
730,693,equal allocation,0
1000,693,equal allocation,0
1825,693,equal allocation,0
3650,693,equal allocation,0
5000,693,equal allocation,0
7300,693,equal allocation,0
10000,693,equal allocation,0
730,694,equal allocation,0
1000,694,equal allocation,0
1825,694,equal allocation,0.03
3650,694,equal allocation,1
5000,694,equal allocation,1
7300,694,equal allocation,1
10000,694,equal allocation,1
730,695,equal allocation,0
1000,695,equal allocation,0
1825,695,equal allocation,0
3650,695,equal allocation,0
5000,695,equal allocation,0
7300,695,equal allocation,0
10000,695,equal allocation,0
730,696,equal allocation,0
1000,696,equal allocation,0
1825,696,equal allocation,0
3650,696,equal allocation,0
5000,696,equal allocation,0
7300,696,equal allocation,0
10000,696,equal allocation,0
730,697,equal allocation,0
1000,697,equal allocation,0
1825,697,equal allocation,0
3650,697,equal allocation,0
5000,697,equal allocation,0
7300,697,equal allocation,0
10000,697,equal allocation,0.05
730,698,equal allocation,0
1000,698,equal allocation,0
1825,698,equal allocation,0
3650,698,equal allocation,0
5000,698,equal allocation,0
7300,698,equal allocation,0
10000,698,equal allocation,0
730,699,equal allocation,0
1000,699,equal allocation,0
1825,699,equal allocation,0
3650,699,equal allocation,0
5000,699,equal allocation,0
7300,699,equal allocation,0
10000,699,equal allocation,0.57
730,700,equal allocation,0
1000,700,equal allocation,0
1825,700,equal allocation,0
3650,700,equal allocation,0
5000,700,equal allocation,0.24
7300,700,equal allocation,0.98
10000,700,equal allocation,1
730,701,equal allocation,0
1000,701,equal allocation,0
1825,701,equal allocation,0
3650,701,equal allocation,0
5000,701,equal allocation,0
7300,701,equal allocation,0
10000,701,equal allocation,0
730,702,equal allocation,0
1000,702,equal allocation,0
1825,702,equal allocation,0
3650,702,equal allocation,0
5000,702,equal allocation,0
7300,702,equal allocation,0.46
10000,702,equal allocation,0.99
730,703,equal allocation,0
1000,703,equal allocation,0
1825,703,equal allocation,0
3650,703,equal allocation,0
5000,703,equal allocation,0
7300,703,equal allocation,0
10000,703,equal allocation,0.03
730,704,equal allocation,0
1000,704,equal allocation,0
1825,704,equal allocation,0
3650,704,equal allocation,0
5000,704,equal allocation,0
7300,704,equal allocation,0
10000,704,equal allocation,0
730,705,equal allocation,0
1000,705,equal allocation,0
1825,705,equal allocation,0
3650,705,equal allocation,0
5000,705,equal allocation,0
7300,705,equal allocation,0
10000,705,equal allocation,0
730,706,equal allocation,0
1000,706,equal allocation,0
1825,706,equal allocation,0
3650,706,equal allocation,0
5000,706,equal allocation,0.01
7300,706,equal allocation,0.13
10000,706,equal allocation,0.92
730,707,equal allocation,0.01
1000,707,equal allocation,0.62
1825,707,equal allocation,1
3650,707,equal allocation,1
5000,707,equal allocation,1
7300,707,equal allocation,1
10000,707,equal allocation,1
730,708,equal allocation,0
1000,708,equal allocation,0
1825,708,equal allocation,0
3650,708,equal allocation,0
5000,708,equal allocation,0
7300,708,equal allocation,0
10000,708,equal allocation,0
730,709,equal allocation,0
1000,709,equal allocation,0
1825,709,equal allocation,0
3650,709,equal allocation,0
5000,709,equal allocation,0
7300,709,equal allocation,0
10000,709,equal allocation,0
730,710,equal allocation,0
1000,710,equal allocation,0
1825,710,equal allocation,0
3650,710,equal allocation,0
5000,710,equal allocation,0
7300,710,equal allocation,0
10000,710,equal allocation,0
730,711,equal allocation,0
1000,711,equal allocation,0
1825,711,equal allocation,0
3650,711,equal allocation,0
5000,711,equal allocation,0
7300,711,equal allocation,0
10000,711,equal allocation,0
730,712,equal allocation,0
1000,712,equal allocation,0
1825,712,equal allocation,0
3650,712,equal allocation,0
5000,712,equal allocation,0
7300,712,equal allocation,0
10000,712,equal allocation,0
730,713,equal allocation,0
1000,713,equal allocation,0
1825,713,equal allocation,0
3650,713,equal allocation,0
5000,713,equal allocation,0
7300,713,equal allocation,0
10000,713,equal allocation,0
730,714,equal allocation,0
1000,714,equal allocation,0.16
1825,714,equal allocation,1
3650,714,equal allocation,1
5000,714,equal allocation,1
7300,714,equal allocation,1
10000,714,equal allocation,1
730,715,equal allocation,0
1000,715,equal allocation,0
1825,715,equal allocation,0
3650,715,equal allocation,0
5000,715,equal allocation,0
7300,715,equal allocation,0
10000,715,equal allocation,0
730,716,equal allocation,0
1000,716,equal allocation,0
