step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,970,equal allocation,0,0,0
1000,970,equal allocation,1,0.01,0
1825,970,equal allocation,1,1,1
3650,970,equal allocation,1,1,1
5000,970,equal allocation,1,1,1
7300,970,equal allocation,1,1,1
10000,970,equal allocation,1,1,1
