step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,354,sequential,0,0,0
1000,354,sequential,0.11,0,0
1825,354,sequential,1,0,0
3650,354,sequential,1,1,0
5000,354,sequential,1,1,0.12
7300,354,sequential,1,1,0.94
10000,354,sequential,1,1,1
