step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,485,sequential,0,0,0
1000,485,sequential,0,0,0
1825,485,sequential,0.44,0,0
3650,485,sequential,1,0,0
5000,485,sequential,1,0.27,0
7300,485,sequential,1,1,0
10000,485,sequential,1,1,0.35
