step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,639,sequential,0,0,0
1000,639,sequential,0,0,0
1825,639,sequential,1,0,0
3650,639,sequential,1,0.65,0
5000,639,sequential,1,1,0
7300,639,sequential,1,1,0.67
10000,639,sequential,1,1,0.98
