step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,969,sequential,0,0,0
1000,969,sequential,0,0,0
1825,969,sequential,0.01,0,0
3650,969,sequential,1,0,0
5000,969,sequential,1,0.17,0
7300,969,sequential,1,1,0
10000,969,sequential,1,1,0.61
