step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,780,sequential,0,0,0
1000,780,sequential,0,0,0
1825,780,sequential,0,0,0
3650,780,sequential,1,0,0
5000,780,sequential,1,0,0
7300,780,sequential,1,0.96,0
10000,780,sequential,1,1,0.01
