step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,545,sequential,0.28,0,0
1000,545,sequential,0.92,0,0
1825,545,sequential,1,0,0
3650,545,sequential,1,0.54,0
5000,545,sequential,1,0.84,0.01
7300,545,sequential,1,0.97,0.06
10000,545,sequential,1,0.99,0.19
