step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,845,sequential,0,0,0
1000,845,sequential,0,0,0
1825,845,sequential,0,0,0
3650,845,sequential,0.12,0,0
5000,845,sequential,0.94,0,0
7300,845,sequential,1,0,0
10000,845,sequential,1,0,0
