step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,888,sequential,0,0,0
1000,888,sequential,0,0,0
1825,888,sequential,1,0,0
3650,888,sequential,1,1,0
5000,888,sequential,1,1,0.03
7300,888,sequential,1,1,0.89
10000,888,sequential,1,1,0.98
