step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,806,sequential,1,1,0.01
1000,806,sequential,1,1,0.88
1825,806,sequential,1,1,1
3650,806,sequential,1,1,1
5000,806,sequential,1,1,1
7300,806,sequential,1,1,1
10000,806,sequential,1,1,1
