step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,683,sequential,0,0,0
1000,683,sequential,0,0,0
1825,683,sequential,1,0,0
3650,683,sequential,1,1,0
5000,683,sequential,1,1,0.06
7300,683,sequential,1,1,0.94
10000,683,sequential,1,1,1
