step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,131,sequential,NA,NA,NA
1000,131,sequential,NA,NA,NA
1825,131,sequential,NA,NA,NA
3650,131,sequential,NA,NA,NA
5000,131,sequential,NA,NA,NA
7300,131,sequential,NA,NA,NA
10000,131,sequential,NA,NA,NA
