step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,135,sequential,0,0,0
1000,135,sequential,0,0,0
1825,135,sequential,0.15,0,0
3650,135,sequential,1,0,0
5000,135,sequential,1,0.02,0
7300,135,sequential,1,0.96,0
10000,135,sequential,1,1,0.09
