step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,660,sequential,1,0,0
1000,660,sequential,1,0,0
1825,660,sequential,1,1,0
3650,660,sequential,1,1,0.97
5000,660,sequential,1,1,1
7300,660,sequential,1,1,1
10000,660,sequential,1,1,1
