step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,899,sequential,0,0,0
1000,899,sequential,0,0,0
1825,899,sequential,0,0,0
3650,899,sequential,0,0,0
5000,899,sequential,0,0,0
7300,899,sequential,0.64,0,0
10000,899,sequential,1,0,0
