step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,394,sequential,0,0,0
1000,394,sequential,0.18,0,0
1825,394,sequential,1,0,0
3650,394,sequential,1,0.35,0
5000,394,sequential,1,0.96,0
7300,394,sequential,1,1,0.15
10000,394,sequential,1,1,0.55
