step,parameter_comb,strategy,prop_runs_prevA_above,prop_runs_prevB_above,prop_runs_prevC_above
730,209,sequential,1,0,0
1000,209,sequential,1,0.01,0
1825,209,sequential,1,1,0.04
3650,209,sequential,1,1,1
5000,209,sequential,1,1,1
7300,209,sequential,1,1,1
10000,209,sequential,1,1,1
